date,ten_years_rate,three_years_rate
2010/12/23,3.397,1.093
2010/12/27,3.327,1.072
2010/12/28,3.482,1.175
2010/12/29,3.355,1.03
2010/12/30,3.367,1.049
2010/12/31,3.288,1.001
2011/1/3,3.334,1.006
2011/1/4,3.338,1.026
2011/1/5,3.463,1.129
2011/1/6,3.399,1.083
2011/1/7,3.328,0.986
2011/1/10,3.287,0.953
2011/1/11,3.34,1.032
2011/1/12,3.367,1.04
2011/1/13,3.299,0.995
2011/1/14,3.331,0.997
2011/1/18,3.37,1.008
2011/1/19,3.337,0.981
2011/1/20,3.451,1.069
2011/1/21,3.408,1.045
2011/1/24,3.406,1.048
2011/1/25,3.33,1.003
2011/1/26,3.421,1.027
2011/1/27,3.389,0.981
2011/1/28,3.329,0.944
2011/1/31,3.374,0.96
2011/2/1,3.435,1.013
2011/2/2,3.479,1.1
2011/2/3,3.547,1.162
2011/2/4,3.638,1.234
2011/2/7,3.64,1.245
2011/2/8,3.737,1.355
2011/2/9,3.652,1.359
2011/2/10,3.702,1.41
2011/2/11,3.638,1.408
2011/2/14,3.625,1.416
2011/2/15,3.604,1.378
2011/2/16,3.623,1.394
2011/2/17,3.576,1.322
2011/2/18,3.582,1.306
2011/2/22,3.459,1.212
2011/2/23,3.483,1.242
2011/2/24,3.45,1.229
2011/2/25,3.416,1.204
2011/2/28,3.422,1.164
2011/3/1,3.403,1.129
2011/3/2,3.471,1.174
2011/3/3,3.559,1.28
2011/3/4,3.492,1.188
2011/3/7,3.516,1.207
2011/3/8,3.551,1.217
2011/3/9,3.469,1.223
2011/3/10,3.362,1.13
2011/3/11,3.402,1.141
2011/3/14,3.365,1.075
2011/3/15,3.307,1.072
2011/3/16,3.192,0.982
2011/3/17,3.257,1.035
2011/3/18,3.268,1.037
2011/3/21,3.332,1.111
2011/3/22,3.328,1.127
2011/3/23,3.354,1.127
2011/3/24,3.407,1.186
2011/3/25,3.442,1.237
2011/3/28,3.441,1.261
2011/3/29,3.491,1.301
2011/3/30,3.444,1.261
2011/3/31,3.47,1.312
2011/4/1,3.45,1.285
2011/4/4,3.425,1.22
2011/4/5,3.487,1.299
2011/4/6,3.549,1.332
2011/4/7,3.549,1.277
2011/4/8,3.583,1.318
2011/4/11,3.587,1.326
2011/4/12,3.492,1.223
2011/4/13,3.458,1.242
2011/4/14,3.496,1.282
2011/4/15,3.413,1.197
2011/4/18,3.38,1.133
2011/4/19,3.365,1.125
2011/4/20,3.408,1.162
2011/4/21,3.394,1.153
2011/4/25,3.366,1.119
2011/4/26,3.309,1.068
2011/4/27,3.357,1.076
2011/4/28,3.316,1.019
2011/4/29,3.29,1
2011/5/2,3.281,0.999
2011/5/3,3.251,0.991
2011/5/4,3.221,0.983
2011/5/5,3.152,0.95
2011/5/6,3.15,0.931
2011/5/9,3.157,0.925
2011/5/10,3.213,0.976
2011/5/11,3.156,0.965
2011/5/12,3.226,0.984
2011/5/13,3.169,0.95
2011/5/16,3.147,0.923
2011/5/17,3.114,0.91
2011/5/18,3.184,0.973
2011/5/19,3.173,0.936
2011/5/20,3.147,0.909
2011/5/23,3.129,0.907
2011/5/24,3.116,0.896
2011/5/25,3.132,0.882
2011/5/26,3.059,0.813
2011/5/27,3.072,0.799
2011/5/31,3.059,0.78
2011/6/1,2.944,0.721
2011/6/2,3.031,0.766
2011/6/3,2.991,0.728
2011/6/6,2.997,0.725
2011/6/7,3,0.693
2011/6/8,2.946,0.682
2011/6/9,2.997,0.737
2011/6/10,2.973,0.713
2011/6/13,2.984,0.716
2011/6/14,3.099,0.792
2011/6/15,2.967,0.692
2011/6/16,2.926,0.684
2011/6/17,2.944,0.681
2011/6/20,2.956,0.678
2011/6/21,2.98,0.676
2011/6/22,2.98,0.673
2011/6/23,2.914,0.615
2011/6/24,2.871,0.567
2011/6/27,2.932,0.63
2011/6/28,3.034,0.75
2011/6/29,3.121,0.771
2011/6/30,3.16,0.798
2011/7/1,3.182,0.82
2011/7/5,3.119,0.742
2011/7/6,3.11,0.734
2011/7/7,3.138,0.796
2011/7/8,3.03,0.677
2011/7/11,2.924,0.612
2011/7/12,2.877,0.588
2011/7/13,2.884,0.62
2011/7/14,2.953,0.667
2011/7/15,2.908,0.622
2011/7/18,2.92,0.617
2011/7/19,2.878,0.622
2011/7/20,2.931,0.641
2011/7/21,3.014,0.691
2011/7/22,2.964,0.665
2011/7/25,3.004,0.683
2011/7/26,2.955,0.652
2011/7/27,2.982,0.692
2011/7/28,2.955,0.665
2011/7/29,2.792,0.534
2011/8/1,2.753,0.548
2011/8/2,2.613,0.483
2011/8/3,2.615,0.515
2011/8/4,2.407,0.416
2011/8/5,2.563,0.496
2011/8/8,2.316,0.424
2011/8/9,2.275,0.351
2011/8/10,2.095,0.327
2011/8/11,2.333,0.343
2011/8/12,2.26,0.327
2011/8/15,2.308,0.35
2011/8/16,2.225,0.332
2011/8/17,2.167,0.332
2011/8/18,2.068,0.329
2011/8/19,2.067,0.344
2011/8/22,2.109,0.363
2011/8/23,2.158,0.381
2011/8/24,2.294,0.399
2011/8/25,2.234,0.362
2011/8/26,2.19,0.325
2011/8/29,2.264,0.343
2011/8/30,2.176,0.317
2011/8/31,2.234,0.324
2011/9/1,2.132,0.292
2011/9/2,1.994,0.316
2011/9/6,1.982,0.329
2011/9/7,2.041,0.334
2011/9/8,1.977,0.32
2011/9/9,1.915,0.296
2011/9/12,1.948,0.336
2011/9/13,1.992,0.357
2011/9/14,1.992,0.352
2011/9/15,2.083,0.357
2011/9/16,2.057,0.337
2011/9/19,1.956,0.295
2011/9/20,1.937,0.295
2011/9/21,1.856,0.356
2011/9/22,1.72,0.34
2011/9/23,1.83,0.369
2011/9/26,1.904,0.396
2011/9/27,1.98,0.404
2011/9/28,1.987,0.404
2011/9/29,2.002,0.434
2011/9/30,1.917,0.405
2011/10/3,1.749,0.367
2011/10/4,1.817,0.4
2011/10/5,1.891,0.421
2011/10/6,1.992,0.445
2011/10/7,2.075,0.495
2011/10/11,2.159,0.522
2011/10/12,2.212,0.534
2011/10/13,2.182,0.511
2011/10/14,2.251,0.505
2011/10/17,2.155,0.476
2011/10/18,2.175,0.468
2011/10/19,2.157,0.463
2011/10/20,2.187,0.46
2011/10/21,2.216,0.463
2011/10/24,2.234,0.474
2011/10/25,2.114,0.418
2011/10/26,2.207,0.468
2011/10/27,2.385,0.519
2011/10/28,2.324,0.492
2011/10/31,2.116,0.391
2011/11/1,1.991,0.377
2011/11/2,1.989,0.361
2011/11/3,2.073,0.385
2011/11/4,2.038,0.363
2011/11/7,2.02,0.377
2011/11/8,2.079,0.385
2011/11/9,1.966,0.378
2011/11/10,2.057,0.393
2011/11/11,2.057,0.393
2011/11/14,2.045,0.383
2011/11/15,2.049,0.393
2011/11/16,2,0.393
2011/11/17,1.965,0.393
2011/11/18,2.005,0.42
2011/11/21,1.965,0.415
2011/11/22,1.922,0.396
2011/11/23,1.888,0.388
2011/11/25,1.965,0.407
2011/11/28,1.97,0.391
2011/11/29,1.988,0.388
2011/11/30,2.071,0.399
2011/12/1,2.086,0.396
2011/12/2,2.033,0.383
2011/12/5,2.033,0.391
2011/12/6,2.086,0.394
2011/12/7,2.033,0.362
2011/12/8,1.97,0.343
2011/12/9,2.063,0.359
2011/12/12,2.017,0.345
2011/12/13,1.963,0.363
2011/12/14,1.904,0.371
2011/12/15,1.911,0.371
2011/12/16,1.851,0.342
2011/12/19,1.81,0.361
2011/12/20,1.927,0.379
2011/12/21,1.97,0.398
2011/12/22,1.953,0.411
2011/12/23,2.021,0.438
2011/12/27,2.002,0.438
2011/12/28,1.921,0.409
2011/12/29,1.899,0.394
2011/12/30,1.876,0.359
2012/1/3,1.956,0.391
2012/1/4,1.984,0.392
2012/1/5,1.996,0.389
2012/1/6,1.958,0.379
2012/1/9,1.956,0.365
2012/1/10,1.963,0.36
2012/1/11,1.905,0.352
2012/1/12,1.926,0.363
2012/1/13,1.871,0.342
2012/1/17,1.858,0.331
2012/1/18,1.898,0.345
2012/1/19,1.982,0.363
2012/1/20,2.025,0.371
2012/1/23,2.058,0.38
2012/1/24,2.063,0.377
2012/1/25,2.002,0.324
2012/1/26,1.94,0.308
2012/1/27,1.891,0.306
2012/1/30,1.846,0.303
2012/1/31,1.795,0.295
2012/2/1,1.83,0.301
2012/2/2,1.823,0.301
2012/2/3,1.924,0.325
2012/2/6,1.901,0.314
2012/2/7,1.977,0.344
2012/2/8,1.982,0.365
2012/2/9,2.036,0.384
2012/2/10,1.984,0.381
2012/2/13,1.978,0.394
2012/2/14,1.938,0.392
2012/2/15,1.933,0.368
2012/2/16,1.984,0.413
2012/2/17,2,0.419
2012/2/21,2.061,0.445
2012/2/22,2.002,0.414
2012/2/23,1.996,0.427
2012/2/24,1.977,0.43
2012/2/27,1.925,0.404
2012/2/28,1.941,0.407
2012/2/29,1.974,0.415
2012/3/1,2.03,0.415
2012/3/2,1.979,0.391
2012/3/5,2.007,0.418
2012/3/6,1.95,0.392
2012/3/7,1.972,0.413
2012/3/8,2.016,0.43
2012/3/9,2.03,0.444
2012/3/12,2.037,0.454
2012/3/13,2.126,0.506
2012/3/14,2.274,0.586
2012/3/15,2.279,0.564
2012/3/16,2.298,0.565
2012/3/19,2.375,0.602
2012/3/20,2.363,0.616
2012/3/21,2.296,0.573
2012/3/22,2.282,0.563
2012/3/23,2.233,0.542
2012/3/26,2.253,0.537
2012/3/27,2.187,0.497
2012/3/28,2.201,0.513
2012/3/29,2.159,0.5
2012/3/30,2.214,0.503
2012/4/2,2.18,0.482
2012/4/3,2.293,0.552
2012/4/4,2.223,0.512
2012/4/5,2.18,0.493
2012/4/6,2.047,0.439
2012/4/9,2.047,0.448
2012/4/10,1.986,0.41
2012/4/11,2.037,0.43
2012/4/12,2.056,0.428
2012/4/13,1.989,0.404
2012/4/16,1.982,0.404
2012/4/17,1.996,0.409
2012/4/18,1.975,0.399
2012/4/19,1.968,0.401
2012/4/20,1.959,0.399
2012/4/23,1.94,0.383
2012/4/24,1.974,0.401
2012/4/25,1.988,0.394
2012/4/26,1.947,0.383
2012/4/27,1.937,0.383
2012/4/30,1.919,0.378
2012/5/1,1.945,0.388
2012/5/2,1.928,0.386
2012/5/3,1.933,0.38
2012/5/4,1.879,0.367
2012/5/7,1.873,0.367
2012/5/8,1.842,0.359
2012/5/9,1.826,0.368
2012/5/10,1.874,0.371
2012/5/11,1.841,0.365
2012/5/14,1.769,0.363
2012/5/15,1.77,0.381
2012/5/16,1.759,0.389
2012/5/17,1.69,0.403
2012/5/18,1.723,0.414
2012/5/21,1.743,0.4
2012/5/22,1.777,0.417
2012/5/23,1.733,0.403
2012/5/24,1.783,0.422
2012/5/25,1.746,0.409
2012/5/28,1.745,0.4094
2012/5/29,1.748,0.412
2012/5/30,1.619,0.364
2012/5/31,1.563,0.346
2012/6/1,1.459,0.333
2012/6/4,1.524,0.346
2012/6/5,1.573,0.341
2012/6/6,1.661,0.368
2012/6/7,1.644,0.365
2012/6/8,1.632,0.368
2012/6/11,1.586,0.36
2012/6/12,1.664,0.403
2012/6/13,1.599,0.396
2012/6/14,1.642,0.409
2012/6/15,1.586,0.372
2012/6/18,1.574,0.375
2012/6/19,1.62,0.386
2012/6/20,1.65,0.423
2012/6/21,1.62,0.409
2012/6/22,1.676,0.415
2012/6/25,1.604,0.396
2012/6/26,1.628,0.41
2012/6/27,1.621,0.407
2012/6/28,1.584,0.402
2012/6/29,1.643,0.396
2012/7/2,1.587,0.38
2012/7/3,1.628,0.391
2012/7/5,1.599,0.375
2012/7/6,1.549,0.359
2012/7/9,1.513,0.351
2012/7/10,1.502,0.356
2012/7/11,1.515,0.363
2012/7/12,1.478,0.352
2012/7/13,1.491,0.336
2012/7/16,1.471,0.316
2012/7/17,1.508,0.331
2012/7/18,1.494,0.308
2012/7/19,1.511,0.297
2012/7/20,1.458,0.284
2012/7/23,1.438,0.279
2012/7/24,1.391,0.279
2012/7/25,1.397,0.282
2012/7/26,1.438,0.3
2012/7/27,1.545,0.335
2012/7/30,1.5,0.306
2012/7/31,1.47,0.285
2012/8/1,1.524,0.314
2012/8/2,1.478,0.301
2012/8/3,1.568,0.33
2012/8/6,1.565,0.325
2012/8/7,1.628,0.365
2012/8/8,1.651,0.389
2012/8/9,1.695,0.389
2012/8/10,1.659,0.371
2012/8/13,1.666,0.368
2012/8/14,1.733,0.392
2012/8/15,1.817,0.421
2012/8/16,1.835,0.424
2012/8/17,1.814,0.416
2012/8/20,1.81,0.411
2012/8/21,1.802,0.411
2012/8/22,1.695,0.361
2012/8/23,1.675,0.358
2012/8/24,1.687,0.369
2012/8/27,1.652,0.359
2012/8/28,1.637,0.359
2012/8/29,1.652,0.362
2012/8/30,1.628,0.34
2012/8/31,1.548,0.293
2012/9/4,1.574,0.303
2012/9/5,1.596,0.311
2012/9/6,1.676,0.344
2012/9/7,1.668,0.328
2012/9/10,1.654,0.322
2012/9/11,1.7,0.325
2012/9/12,1.758,0.337
2012/9/13,1.721,0.321
2012/9/14,1.869,0.355
2012/9/17,1.843,0.36
2012/9/18,1.812,0.35
2012/9/19,1.774,0.353
2012/9/20,1.765,0.358
2012/9/21,1.754,0.348
2012/9/24,1.715,0.345
2012/9/25,1.671,0.343
2012/9/26,1.609,0.335
2012/9/27,1.656,0.329
2012/9/28,1.633,0.306
2012/10/1,1.618,0.308
2012/10/2,1.62,0.309
2012/10/3,1.616,0.303
2012/10/4,1.673,0.319
2012/10/5,1.732,0.344
2012/10/9,1.713,0.344
2012/10/10,1.68,0.35
2012/10/11,1.668,0.35
2012/10/12,1.656,0.35
2012/10/15,1.668,0.347
2012/10/16,1.722,0.363
2012/10/17,1.822,0.41
2012/10/18,1.831,0.411
2012/10/19,1.766,0.406
2012/10/22,1.815,0.427
2012/10/23,1.761,0.401
2012/10/24,1.794,0.403
2012/10/25,1.812,0.433
2012/10/26,1.749,0.407
2012/10/29,1.721,0.399
2012/10/31,1.694,0.383
2012/11/1,1.73,0.386
2012/11/2,1.717,0.384
2012/11/5,1.679,0.368
2012/11/6,1.751,0.408
2012/11/7,1.644,0.364
2012/11/8,1.618,0.349
2012/11/9,1.613,0.349
2012/11/13,1.595,0.336
2012/11/14,1.589,0.333
2012/11/15,1.595,0.33
2012/11/16,1.584,0.322
2012/11/19,1.613,0.333
2012/11/20,1.668,0.349
2012/11/21,1.68,0.364
2012/11/23,1.693,0.37
2012/11/26,1.666,0.359
2012/11/27,1.639,0.351
2012/11/28,1.633,0.341
2012/11/29,1.62,0.335
2012/11/30,1.616,0.324
2012/12/3,1.622,0.327
2012/12/4,1.605,0.322
2012/12/5,1.591,0.314
2012/12/6,1.586,0.311
2012/12/7,1.623,0.319
2012/12/10,1.618,0.316
2012/12/11,1.656,0.321
2012/12/12,1.702,0.334
2012/12/13,1.732,0.355
2012/12/14,1.704,0.337
2012/12/17,1.773,0.363
2012/12/18,1.821,0.387
2012/12/19,1.807,0.387
2012/12/20,1.8,0.384
2012/12/21,1.77,0.38
2012/12/24,1.776,0.382
2012/12/26,1.749,0.383
2012/12/27,1.734,0.369
2012/12/28,1.701,0.354
2012/12/31,1.756,0.354
2013/1/2,1.835,0.37
2013/1/3,1.911,0.392
2013/1/4,1.903,0.392
2013/1/7,1.901,0.392
2013/1/8,1.864,0.371
2013/1/9,1.86,0.37
2013/1/10,1.899,0.38
2013/1/11,1.866,0.378
2013/1/14,1.848,0.372
2013/1/15,1.836,0.364
2013/1/16,1.819,0.359
2013/1/17,1.884,0.393
2013/1/18,1.84,0.372
2013/1/22,1.843,0.364
2013/1/23,1.828,0.362
2013/1/24,1.852,0.37
2013/1/25,1.949,0.42
2013/1/28,1.965,0.428
2013/1/29,1.999,0.428
2013/1/30,1.992,0.407
2013/1/31,1.985,0.407
2013/2/1,2.025,0.402
2013/2/4,1.957,0.38
2013/2/5,2.005,0.394
2013/2/6,1.964,0.378
2013/2/7,1.959,0.378
2013/2/8,1.95,0.378
2013/2/11,1.964,0.389
2013/2/12,1.979,0.402
2013/2/13,2.028,0.438
2013/2/14,1.998,0.412
2013/2/15,2.005,0.414
2013/2/19,2.028,0.425
2013/2/20,2.01,0.412
2013/2/21,1.974,0.399
2013/2/22,1.962,0.391
2013/2/25,1.865,0.362
2013/2/26,1.886,0.359
2013/2/27,1.9,0.359
2013/2/28,1.881,0.346
2013/3/1,1.845,0.338
2013/3/4,1.879,0.343
2013/3/5,1.898,0.356
2013/3/6,1.939,0.372
2013/3/7,1.995,0.391
2013/3/8,2.049,0.399
2013/3/11,2.061,0.405
2013/3/12,2.019,0.397
2013/3/13,2.023,0.412
2013/3/14,2.037,0.417
2013/3/15,1.991,0.396
2013/3/18,1.955,0.38
2013/3/19,1.904,0.367
2013/3/20,1.958,0.38
2013/3/21,1.915,0.375
2013/3/22,1.927,0.38
2013/3/25,1.92,0.375
2013/3/26,1.911,0.372
2013/3/27,1.845,0.354
2013/3/28,1.852,0.354
2013/4/1,1.835,0.348
2013/4/2,1.862,0.351
2013/4/3,1.816,0.335
2013/4/4,1.766,0.324
2013/4/5,1.714,0.33
2013/4/8,1.745,0.335
2013/4/9,1.752,0.335
2013/4/10,1.805,0.355
2013/4/11,1.791,0.35
2013/4/12,1.721,0.334
2013/4/15,1.688,0.323
2013/4/16,1.722,0.337
2013/4/17,1.698,0.337
2013/4/18,1.686,0.339
2013/4/19,1.705,0.348
2013/4/22,1.695,0.337
2013/4/23,1.706,0.34
2013/4/24,1.703,0.337
2013/4/25,1.71,0.337
2013/4/26,1.665,0.319
2013/4/29,1.667,0.314
2013/4/30,1.673,0.311
2013/5/1,1.632,0.298
2013/5/2,1.624,0.293
2013/5/3,1.74,0.333
2013/5/6,1.764,0.336
2013/5/7,1.78,0.344
2013/5/8,1.767,0.35
2013/5/9,1.813,0.352
2013/5/10,1.9,0.386
2013/5/11,1.9,0.3863
2013/5/13,1.917,0.392
2013/5/14,1.982,0.41
2013/5/15,1.94,0.392
2013/5/16,1.879,0.373
2013/5/17,1.954,0.398
2013/5/18,1.954,0.3975
2013/5/20,1.965,0.395
2013/5/21,1.93,0.385
2013/5/22,2.037,0.419
2013/5/23,2.016,0.414
2013/5/24,2.011,0.415
2013/5/25,2.011,0.4146
2013/5/28,2.167,0.497
2013/5/29,2.119,0.487
2013/5/30,2.119,0.487
2013/5/31,2.132,0.49
2013/6/1,2.132,0.4905
2013/6/3,2.128,0.485
2013/6/4,2.15,0.483
2013/6/5,2.091,0.467
2013/6/6,2.079,0.467
2013/6/7,2.179,0.511
2013/6/8,2.179,0.511
2013/6/10,2.213,0.533
2013/6/11,2.19,0.544
2013/6/12,2.228,0.579
2013/6/13,2.149,0.513
2013/6/14,2.13,0.489
2013/6/15,2.129,0.4895
2013/6/17,2.178,0.487
2013/6/18,2.185,0.487
2013/6/19,2.354,0.593
2013/6/20,2.421,0.63
2013/6/21,2.542,0.71
2013/6/22,2.542,0.71
2013/6/24,2.544,0.724
2013/6/25,2.612,0.745
2013/6/26,2.541,0.684
2013/6/27,2.474,0.647
2013/6/28,2.487,0.65
2013/6/29,2.487,0.6496
2013/7/1,2.477,0.639
2013/7/2,2.471,0.634
2013/7/3,2.503,0.653
2013/7/4,2.503,0.6529
2013/7/5,2.736,0.751
2013/7/6,2.736,0.7506
2013/7/8,2.638,0.678
2013/7/9,2.64,0.683
2013/7/10,2.674,0.723
2013/7/11,2.572,0.646
2013/7/12,2.592,0.672
2013/7/13,2.592,0.6724
2013/7/15,2.543,0.649
2013/7/16,2.532,0.635
2013/7/17,2.491,0.596
2013/7/18,2.534,0.601
2013/7/19,2.482,0.583
2013/7/20,2.482,0.5826
2013/7/22,2.484,0.588
2013/7/23,2.507,0.596
2013/7/24,2.584,0.636
2013/7/25,2.577,0.604
2013/7/26,2.564,0.593
2013/7/27,2.564,0.593
2013/7/29,2.599,0.596
2013/7/30,2.606,0.596
2013/7/31,2.588,0.596
2013/8/1,2.708,0.646
2013/8/2,2.598,0.574
2013/8/3,2.598,0.5741
2013/8/5,2.64,0.593
2013/8/6,2.642,0.595
2013/8/7,2.599,0.617
2013/8/8,2.587,0.617
2013/8/9,2.58,0.617
2013/8/10,2.58,0.6171
2013/8/12,2.622,0.625
2013/8/13,2.721,0.683
2013/8/14,2.712,0.672
2013/8/15,2.764,0.702
2013/8/16,2.825,0.72
2013/8/19,2.882,0.75
2013/8/20,2.818,0.715
2013/8/21,2.892,0.768
2013/8/22,2.892,0.819
2013/8/23,2.818,0.796
2013/8/26,2.787,0.772
2013/8/27,2.709,0.734
2013/8/28,2.765,0.769
2013/8/29,2.762,0.772
2013/8/30,2.789,0.781
2013/9/2,2.835,0.8212
2013/9/3,2.863,0.808
2013/9/4,2.897,0.873
2013/9/5,2.996,0.963
2013/9/6,2.934,0.885
2013/9/7,2.934,0.8847
2013/9/9,2.914,0.85
2013/9/10,2.966,0.885
2013/9/11,2.912,0.883
2013/9/12,2.905,0.883
2013/9/13,2.89,0.875
2013/9/16,2.862,0.804
2013/9/17,2.849,0.78
2013/9/18,2.692,0.669
2013/9/19,2.752,0.698
2013/9/20,2.736,0.689
2013/9/23,2.701,0.676
2013/9/24,2.655,0.668
2013/9/25,2.626,0.646
2013/9/26,2.648,0.657
2013/9/27,2.628,0.635
2013/9/30,2.615,0.613
2013/10/1,2.65,0.642
2013/10/2,2.619,0.607
2013/10/3,2.605,0.594
2013/10/4,2.645,0.628
2013/10/7,2.63,0.641
2013/10/8,2.638,0.678
2013/10/9,2.661,0.688
2013/10/10,2.683,0.683
2013/10/11,2.691,0.672
2013/10/14,2.74,0.6962
2013/10/15,2.728,0.672
2013/10/16,2.667,0.638
2013/10/17,2.592,0.607
2013/10/18,2.583,0.614
2013/10/21,2.601,0.62
2013/10/22,2.511,0.577
2013/10/23,2.498,0.585
2013/10/24,2.52,0.588
2013/10/25,2.511,0.582
2013/10/28,2.523,0.582
2013/10/29,2.503,0.574
2013/10/30,2.538,0.58
2013/10/31,2.552,0.569
2013/11/1,2.62,0.59
2013/11/4,2.603,0.579
2013/11/5,2.67,0.582
2013/11/6,2.644,0.55
2013/11/7,2.602,0.536
2013/11/8,2.751,0.593
2013/11/11,2.768,0.5953
2013/11/12,2.774,0.622
2013/11/13,2.716,0.599
2013/11/14,2.693,0.57
2013/11/15,2.703,0.578
2013/11/18,2.666,0.556
2013/11/19,2.712,0.575
2013/11/20,2.804,0.569
2013/11/21,2.788,0.554
2013/11/22,2.744,0.556
2013/11/25,2.73,0.559
2013/11/26,2.71,0.543
2013/11/27,2.739,0.548
2013/11/28,2.748,0.5531
2013/11/29,2.746,0.547
2013/12/2,2.797,0.561
2013/12/3,2.784,0.555
2013/12/4,2.837,0.574
2013/12/5,2.873,0.598
2013/12/6,2.857,0.614
2013/12/9,2.841,0.614
2013/12/10,2.803,0.593
2013/12/11,2.855,0.649
2013/12/12,2.879,0.675
2013/12/13,2.866,0.675
2013/12/16,2.879,0.675
2013/12/17,2.837,0.646
2013/12/18,2.896,0.646
2013/12/19,2.929,0.702
2013/12/20,2.89,0.729
2013/12/23,2.931,0.761
2013/12/24,2.981,0.788
2013/12/25,3,0.801
2013/12/26,2.992,0.79
2013/12/27,3.002,0.775
2013/12/30,2.972,0.756
2013/12/31,3.026,0.767
2014/1/1,3.026,0.7672
2014/1/2,2.991,0.751
2014/1/3,2.998,0.778
2014/1/6,2.958,0.754
2014/1/7,2.941,0.754
2014/1/8,2.991,0.88
2014/1/9,2.969,0.88
2014/1/10,2.86,0.776
2014/1/13,2.829,0.75
2014/1/14,2.873,0.787
2014/1/15,2.893,0.819
2014/1/16,2.841,0.795
2014/1/17,2.821,0.79
2014/1/20,2.829,0.7898
2014/1/21,2.832,0.806
2014/1/22,2.867,0.846
2014/1/23,2.779,0.769
2014/1/24,2.719,0.726
2014/1/27,2.75,0.747
2014/1/28,2.752,0.734
2014/1/29,2.679,0.702
2014/1/30,2.697,0.702
2014/1/31,2.644,0.667
2014/2/3,2.577,0.621
2014/2/4,2.631,0.64
2014/2/5,2.669,0.645
2014/2/6,2.702,0.664
2014/2/7,2.684,0.634
2014/2/10,2.669,0.637
2014/2/11,2.726,0.682
2014/2/12,2.763,0.741
2014/2/13,2.734,0.696
2014/2/14,2.745,0.704
2014/2/17,2.748,0.7096
2014/2/18,2.709,0.67
2014/2/19,2.739,0.699
2014/2/20,2.752,0.71
2014/2/21,2.732,0.705
2014/2/24,2.741,0.71
2014/2/25,2.703,0.694
2014/2/26,2.666,0.67
2014/2/27,2.639,0.66
2014/2/28,2.649,0.67
2014/3/3,2.603,0.644
2014/3/4,2.701,0.695
2014/3/5,2.708,0.7
2014/3/6,2.739,0.716
2014/3/7,2.79,0.771
2014/3/10,2.779,0.765
2014/3/11,2.77,0.763
2014/3/12,2.732,0.79
2014/3/13,2.645,0.737
2014/3/14,2.656,0.742
2014/3/17,2.694,0.771
2014/3/18,2.674,0.753
2014/3/19,2.773,0.885
2014/3/20,2.773,0.886
2014/3/21,2.746,0.899
2014/3/24,2.73,0.926
2014/3/25,2.75,0.916
2014/3/26,2.694,0.876
2014/3/27,2.683,0.894
2014/3/28,2.723,0.911
2014/3/31,2.719,0.871
2014/4/1,2.755,0.884
2014/4/2,2.806,0.925
2014/4/3,2.801,0.93
2014/4/4,2.726,0.869
2014/4/7,2.701,0.847
2014/4/8,2.683,0.85
2014/4/9,2.693,0.833
2014/4/10,2.647,0.812
2014/4/11,2.628,0.801
2014/4/14,2.65,0.83
2014/4/15,2.63,0.843
2014/4/16,2.635,0.864
2014/4/17,2.721,0.91
2014/4/21,2.715,0.899
2014/4/22,2.711,0.91
2014/4/23,2.693,0.902
2014/4/24,2.682,0.896
2014/4/25,2.666,0.886
2014/4/28,2.708,0.896
2014/4/29,2.697,0.896
2014/4/30,2.646,0.851
2014/5/1,2.613,0.84
2014/5/2,2.586,0.867
2014/5/5,2.606,0.878
2014/5/6,2.593,0.883
2014/5/7,2.59,0.896
2014/5/8,2.611,0.864
2014/5/9,2.623,0.864
2014/5/12,2.661,0.88
2014/5/13,2.611,0.846
2014/5/14,2.548,0.817
2014/5/15,2.496,0.798
2014/5/16,2.523,0.809
2014/5/19,2.545,0.793
2014/5/20,2.514,0.766
2014/5/21,2.534,0.774
2014/5/22,2.554,0.787
2014/5/23,2.536,0.779
2014/5/26,2.541,0.7816
2014/5/27,2.518,0.779
2014/5/28,2.445,0.747
2014/5/29,2.47,0.771
2014/5/30,2.475,0.776
2014/6/2,2.527,0.808
2014/6/3,2.599,0.832
2014/6/4,2.606,0.824
2014/6/5,2.584,0.802
2014/6/6,2.597,0.832
2014/6/9,2.608,0.864
2014/6/10,2.64,0.891
2014/6/11,2.64,0.928
2014/6/12,2.597,0.92
2014/6/13,2.608,0.931
2014/6/16,2.597,0.952
2014/6/17,2.653,0.992
2014/6/18,2.59,0.936
2014/6/19,2.621,0.928
2014/6/20,2.608,0.928
2014/6/23,2.626,0.95
2014/6/24,2.577,0.934
2014/6/25,2.561,0.915
2014/6/26,2.532,0.883
2014/6/27,2.536,0.878
2014/6/30,2.532,0.867
2014/7/1,2.567,0.883
2014/7/2,2.628,0.921
2014/7/3,2.641,0.959
2014/7/7,2.614,0.97
2014/7/8,2.559,0.948
2014/7/9,2.556,0.96
2014/7/10,2.538,0.941
2014/7/11,2.516,0.925
2014/7/12,2.516,0.9253
2014/7/14,2.547,0.949
2014/7/15,2.552,0.973
2014/7/16,2.53,0.984
2014/7/17,2.442,0.92
2014/7/18,2.482,0.968
2014/7/21,2.469,0.984
2014/7/22,2.466,0.96
2014/7/23,2.469,0.95
2014/7/24,2.502,0.982
2014/7/25,2.467,0.971
2014/7/28,2.487,0.99
2014/7/29,2.462,0.985
2014/7/30,2.56,1.02
2014/7/31,2.562,0.996
2014/8/1,2.494,0.918
