date,ten_years_rate,three_years_rate
2021/5/27,1.606,0.3056
2021/5/28,1.581,0.2925
2021/5/31,1.61,0.3005
2021/6/1,1.606,0.3032
2021/6/2,1.589,0.3033
2021/6/3,1.625,0.3247
2021/6/4,1.557,0.3034
2021/6/7,1.569,0.3089
2021/6/8,1.538,0.3035
2021/6/9,1.492,0.3155
2021/6/10,1.437,0.2919
2021/6/11,1.454,0.3102
2021/6/14,1.497,0.3338
2021/6/15,1.489,0.3365
2021/6/16,1.581,0.4156
2021/6/17,1.511,0.4342
2021/6/18,1.443,0.4691
2021/6/21,1.497,0.4719
2021/6/22,1.467,0.4403
2021/6/23,1.485,0.4617
2021/6/24,1.499,0.4752
2021/6/25,1.524,0.4759
2021/6/28,1.482,0.4627
2021/6/29,1.475,0.4602
2021/6/30,1.468,0.4631
2021/7/1,1.459,0.466
2021/7/2,1.431,0.4426
2021/7/5,1.436,0.4373
2021/7/6,1.352,0.4025
2021/7/7,1.323,0.4
2021/7/8,1.294,0.3625
2021/7/9,1.361,0.3952
2021/7/12,1.368,0.4061
2021/7/13,1.418,0.4669
2021/7/14,1.349,0.4327
2021/7/15,1.301,0.4354
2021/7/16,1.3,0.4329
2021/7/19,1.199,0.3882
2021/7/20,1.222,0.3644
2021/7/21,1.292,0.3908
2021/7/22,1.277,0.375
2021/7/23,1.281,0.375
2021/7/26,1.295,0.3776
2021/7/27,1.239,0.3644
2021/7/28,1.238,0.367
2021/7/29,1.266,0.3723
2021/7/30,1.226,0.343
2021/8/2,1.179,0.3217
2021/8/3,1.174,0.3137
2021/8/4,1.18,0.3429
2021/8/5,1.225,0.3803
2021/8/6,1.305,0.4126
2021/8/9,1.325,0.426
2021/8/10,1.354,0.453
2021/8/11,1.335,0.4485
2021/8/12,1.361,0.4591
2021/8/13,1.283,0.4302
2021/8/16,1.268,0.4249
2021/8/17,1.267,0.4276
2021/8/18,1.26,0.4276
2021/8/19,1.243,0.4356
2021/8/20,1.255,0.4464
2021/8/23,1.253,0.4358
2021/8/24,1.297,0.4465
2021/8/25,1.349,0.4545
2021/8/26,1.354,0.4599
2021/8/27,1.31,0.4202
2021/8/30,1.28,0.3963
2021/8/31,1.307,0.4069
2021/9/1,1.299,0.407
2021/9/2,1.285,0.4043
2021/9/3,1.326,0.4071
2021/9/6,1.336,0.4044
2021/9/7,1.377,0.4286
2021/9/8,1.336,0.4432
2021/9/9,1.297,0.438
2021/9/10,1.343,0.4458
2021/9/13,1.326,0.4406
2021/9/14,1.284,0.4327
2021/9/15,1.304,0.438
2021/9/16,1.336,0.4592
2021/9/17,1.363,0.4699
2021/9/20,1.312,0.4568
2021/9/21,1.328,0.4569
2021/9/22,1.304,0.4888
2021/9/23,1.435,0.5367
2021/9/24,1.453,0.5425
2021/9/27,1.491,0.5559
2021/9/28,1.546,0.5561
2021/9/29,1.524,0.5269
2021/9/30,1.492,0.5136
2021/10/1,1.465,0.4846
2021/10/4,1.481,0.5008
2021/10/5,1.528,0.517
2021/10/6,1.528,0.5359
2021/10/7,1.576,0.563
2021/10/8,1.612,0.58
2021/10/11,1.628,0.6233
2021/10/12,1.572,0.6046
2021/10/13,1.542,0.654
2021/10/14,1.516,0.6408
2021/10/15,1.574,0.6937
2021/10/18,1.591,0.7309
2021/10/19,1.641,0.7203
2021/10/20,1.66,0.7178
2021/10/21,1.696,0.7924
2021/10/22,1.638,0.7742
2021/10/25,1.633,0.7476
2021/10/26,1.61,0.761
2021/10/27,1.55,0.7719
2021/10/28,1.578,0.764
2021/10/29,1.561,0.7563
2021/11/1,1.561,0.7645
2021/11/2,1.547,0.7135
2021/11/3,1.603,0.7567
2021/11/4,1.53,0.6895
2021/11/5,1.455,0.6573
2021/11/8,1.493,0.7221
2021/11/9,1.439,0.7289
2021/11/10,1.57,0.8504
2021/11/11,1.578,0.8769
2021/11/12,1.57,0.8504
2021/11/15,1.618,0.8691
2021/11/16,1.64,0.8719
2021/11/17,1.585,0.8454
2021/11/18,1.587,0.8428
2021/11/19,1.548,0.8617
2021/11/22,1.632,0.95
2021/11/23,1.676,0.9475
2021/11/24,1.643,0.9667
2021/11/25,1.596,0.9318
2021/11/26,1.482,0.8115
2021/11/29,1.502,0.7928
2021/11/30,1.456,0.8438
2021/12/1,1.404,0.817
2021/12/2,1.444,0.8898
2021/12/3,1.356,0.8578
2021/12/6,1.433,0.9038
2021/12/7,1.482,0.9664
2021/12/8,1.528,1.0079
2021/12/9,1.497,1.0133
2021/12/10,1.482,0.9815
2021/12/13,1.414,0.947
2021/12/14,1.441,0.9762
2021/12/15,1.458,0.9761
2021/12/16,1.424,0.9019
2021/12/17,1.407,0.9229
2021/12/20,1.428,0.9149
2021/12/21,1.467,0.9467
2021/12/22,1.453,0.9466
2021/12/23,1.493,0.9706
2021/12/27,1.477,0.9812
2021/12/28,1.484,0.9785
2021/12/29,1.556,0.9865
2021/12/30,1.507,0.957
2021/12/31,1.512,0.9595
2022/1/3,1.637,1.0216
2022/1/4,1.649,1.0135
2022/1/5,1.7,1.0839
2022/1/6,1.728,1.1383
2022/1/7,1.765,1.1605
2022/1/10,1.755,1.1852
2022/1/11,1.746,1.1772
2022/1/12,1.752,1.2344
2022/1/13,1.701,1.1943
2022/1/14,1.793,1.2665
2022/1/17,1.809,1.3039
2022/1/18,1.875,1.3605
2022/1/19,1.854,1.3526
2022/1/20,1.811,1.3152
2022/1/21,1.77,1.3022
2022/1/24,1.776,1.262
2022/1/25,1.776,1.2729
2022/1/26,1.873,1.4055
2022/1/27,1.803,1.4194
2022/1/28,1.778,1.3821
2022/1/31,1.784,1.385
2022/2/1,1.795,1.3825
2022/2/2,1.771,1.3637
2022/2/3,1.836,1.4294
2022/2/4,1.916,1.5401
2022/2/7,1.919,1.5294
2022/2/8,1.965,1.5767
2022/2/9,1.945,1.6286
2022/2/10,2.043,1.8415
2022/2/11,1.918,1.7146
2022/2/14,1.986,1.7955
2022/2/15,2.043,1.8039
2022/2/16,2.04,1.7609
2022/2/17,1.968,1.7017
2022/2/18,1.927,1.678
2022/2/21,1.873,1.6429
2022/2/22,1.944,1.7569
2022/2/23,1.998,1.787
2022/2/24,1.97,1.7573
2022/2/25,1.97,1.7607
2022/2/28,1.822,1.622
2022/3/1,1.716,1.4864
2022/3/2,1.878,1.6767
2022/3/3,1.84,1.6769
2022/3/4,1.737,1.6199
2022/3/7,1.777,1.683
2022/3/8,1.84,1.7436
2022/3/9,1.951,1.8495
2022/3/10,1.993,1.8818
2022/3/11,1.997,1.9223
2022/3/14,2.142,2.0522
2022/3/15,2.149,2.0471
2022/3/16,2.192,2.1507
2022/3/17,2.167,2.1156
2022/3/18,2.153,2.1439
2022/3/21,2.297,2.32
2022/3/22,2.381,2.384
2022/3/23,2.29,2.3072
2022/3/24,2.37,2.3685
2022/3/25,2.488,2.5203
2022/3/28,2.466,2.5712
2022/3/29,2.398,2.5524
2022/3/30,2.358,2.486
2022/3/31,2.345,2.5146
2022/4/1,2.389,2.6375
2022/4/4,2.393,2.5932
2022/4/5,2.554,2.7097
2022/4/6,2.598,2.6625
2022/4/7,2.665,2.6661
2022/4/8,2.704,2.731
2022/4/11,2.774,2.7262
2022/4/12,2.727,2.625
2022/4/13,2.703,2.5813
2022/4/14,2.828,2.6824
2022/4/18,2.857,2.6687
2022/4/19,2.94,2.8226
2022/4/20,2.834,2.7815
2022/4/21,2.908,2.8782
2022/4/22,2.905,2.865
2022/4/25,2.818,2.807
2022/4/26,2.728,2.6579
2022/4/27,2.826,2.7491
2022/4/28,2.832,2.7852
2022/4/29,2.938,2.8943
