日期,收市,開市,高,低,成交量,升跌（%）
2021/5/20,"1,876.69","1,869.74","1,884.12","1,863.53",,0.38%
2021/5/21,"1,880.30","1,876.84","1,889.85","1,870.01",,0.19%
2021/5/24,"1,881.07","1,882.34","1,887.44","1,875.19",,0.04%
2021/5/25,"1,899.26","1,880.69","1,900.63","1,872.73",,0.97%
2021/5/26,"1,896.44","1,899.49","1,913.15","1,890.34",,-0.15%
2021/5/27,"1,896.08","1,896.49","1,903.87","1,888.22",,-0.02%
2021/5/28,"1,902.64","1,897.05","1,905.90","1,881.84",,0.35%
2021/5/31,"1,906.36","1,903.69","1,911.13","1,901.56",,0.20%
2021/6/1,"1,900.19","1,907.53","1,916.84","1,892.28",,-0.32%
2021/6/2,"1,907.94","1,900.05","1,909.34","1,894.05",,0.41%
2021/6/3,"1,870.57","1,908.09","1,909.89","1,865.11",,-1.96%
2021/6/4,"1,889.97","1,871.32","1,896.60","1,856.09",,1.04%
2021/6/7,"1,899.00","1,888.49","1,900.41","1,880.88",,0.48%
2021/6/8,"1,892.82","1,898.99","1,903.95","1,883.38",,-0.33%
2021/6/9,"1,888.30","1,893.49","1,899.40","1,886.58",,-0.24%
2021/6/10,"1,898.14","1,888.57","1,900.09","1,869.84",,0.52%
2021/6/11,"1,876.64","1,898.42","1,903.30","1,874.07",,-1.13%
2021/6/14,"1,865.99","1,874.59","1,878.21","1,844.57",,-0.57%
2021/6/15,"1,858.69","1,866.26","1,869.67","1,851.28",,-0.39%
2021/6/16,"1,811.95","1,858.96","1,862.43","1,804.19",,-2.51%
2021/6/17,"1,773.31","1,812.18","1,825.58","1,766.88",,-2.13%
2021/6/18,"1,763.34","1,772.73","1,797.24","1,761.04",,-0.56%
2021/6/21,"1,782.95","1,764.44","1,786.75","1,764.44",,1.11%
2021/6/22,"1,778.51","1,783.23","1,790.42","1,771.99",,-0.25%
2021/6/23,"1,778.73","1,778.80","1,795.18","1,773.13",,0.01%
2021/6/24,"1,775.18","1,779.01","1,788.56","1,772.67",,-0.20%
2021/6/25,"1,780.34","1,775.46","1,790.60","1,773.27",,0.29%
2021/6/28,"1,778.18","1,781.24","1,785.90","1,770.69",,-0.12%
2021/6/29,"1,761.09","1,778.44","1,779.24","1,750.11",,-0.96%
2021/6/30,"1,769.80","1,761.35","1,774.72","1,752.78",,0.49%
2021/7/1,"1,776.60","1,770.06","1,783.07","1,765.47",,0.38%
2021/7/2,"1,786.79","1,776.83","1,795.40","1,773.73",,0.57%
2021/7/5,"1,791.61","1,787.69","1,795.69","1,784.09",,0.27%
2021/7/6,"1,796.69","1,791.88","1,815.34","1,789.91",,0.28%
2021/7/7,"1,803.41","1,796.96","1,810.13","1,793.64",,0.37%
2021/7/8,"1,802.56","1,803.67","1,818.70","1,794.28",,-0.05%
2021/7/9,"1,807.98","1,802.89","1,812.71","1,796.09",,0.30%
2021/7/12,"1,805.88","1,807.94","1,811.04","1,791.21",,-0.12%
2021/7/13,"1,807.44","1,806.17","1,817.51","1,798.54",,0.09%
2021/7/14,"1,827.06","1,807.72","1,830.32","1,804.21",,1.09%
2021/7/15,"1,829.19","1,827.35","1,833.99","1,820.07",,0.12%
2021/7/16,"1,810.89","1,829.45","1,832.20","1,808.65",,-1.00%
2021/7/19,"1,812.34","1,811.65","1,817.56","1,794.66",,0.08%
2021/7/20,"1,810.03","1,812.61","1,825.27","1,805.06",,-0.13%
2021/7/21,"1,803.31","1,810.32","1,814.02","1,794.18",,-0.37%
2021/7/22,"1,806.69","1,803.58","1,808.34","1,792.11",,0.19%
2021/7/23,"1,801.34","1,806.95","1,810.56","1,790.45",,-0.30%
2021/7/26,"1,797.27","1,802.65","1,811.97","1,795.68",,-0.23%
2021/7/27,"1,798.73","1,797.53","1,805.60","1,792.83",,0.08%
2021/7/28,"1,806.88","1,799.00","1,809.90","1,792.60",,0.45%
2021/7/29,"1,827.95","1,807.15","1,833.05","1,806.29",,1.17%
2021/7/30,"1,813.58","1,828.21","1,831.63","1,809.48",,-0.79%
2021/8/2,"1,813.39","1,814.34","1,819.94","1,805.12",,-0.01%
2021/8/3,"1,809.94","1,813.64","1,815.18","1,806.73",,-0.19%
2021/8/4,"1,811.41","1,810.60","1,832.10","1,806.54",,0.08%
2021/8/5,"1,804.01","1,811.69","1,815.45","1,797.74",,-0.41%
2021/8/6,"1,762.69","1,804.28","1,804.93","1,758.33",,-2.29%
2021/8/9,"1,729.46","1,763.34","1,764.65","1,684.77",,-1.89%
2021/8/10,"1,728.71","1,729.74","1,738.49","1,717.17",,-0.04%
2021/8/11,"1,751.56","1,729.01","1,754.63","1,723.54",,1.32%
2021/8/12,"1,752.44","1,751.66","1,758.62","1,741.29",,0.05%
2021/8/13,"1,779.15","1,752.72","1,780.53","1,751.27",,1.52%
2021/8/16,"1,787.24","1,778.44","1,789.51","1,770.38",,0.45%
2021/8/17,"1,785.96","1,787.51","1,795.77","1,780.28",,-0.07%
2021/8/18,"1,787.59","1,786.21","1,794.31","1,777.31",,0.09%
2021/8/19,"1,780.18","1,788.05","1,792.56","1,774.20",,-0.41%
2021/8/20,"1,780.87","1,780.44","1,788.85","1,777.96",,0.04%
2021/8/23,"1,805.20","1,780.55","1,806.92","1,776.03",,1.37%
2021/8/24,"1,802.61","1,805.61","1,810.03","1,799.73",,-0.14%
2021/8/25,"1,790.68","1,802.86","1,803.57","1,782.45",,-0.66%
2021/8/26,"1,792.16","1,791.09","1,798.61","1,779.48",,0.08%
2021/8/27,"1,816.67","1,792.60","1,819.38","1,787.66",,1.37%
2021/8/30,"1,810.17","1,817.55","1,823.38","1,807.28",,-0.36%
2021/8/31,"1,813.43","1,810.26","1,819.43","1,801.47",,0.18%
2021/9/1,"1,813.66","1,813.57","1,820.21","1,808.18",,0.01%
2021/9/2,"1,809.40","1,813.92","1,817.53","1,804.48",,-0.23%
2021/9/3,"1,826.19","1,809.98","1,834.55","1,808.53",,0.93%
2021/9/6,"1,823.10","1,828.66","1,830.60","1,820.58",,-0.17%
2021/9/7,"1,794.13","1,823.27","1,827.39","1,792.33",,-1.59%
2021/9/8,"1,788.93","1,794.41","1,802.60","1,781.98",,-0.29%
2021/9/9,"1,794.69","1,789.19","1,801.19","1,783.83",,0.32%
2021/9/10,"1,787.34","1,794.61","1,804.15","1,786.53",,-0.41%
2021/9/13,"1,793.49","1,788.55","1,798.66","1,783.73",,0.34%
2021/9/14,"1,804.27","1,793.77","1,808.99","1,781.89",,0.60%
2021/9/15,"1,792.59","1,804.53","1,807.30","1,790.28",,-0.65%
2021/9/16,"1,753.39","1,794.34","1,796.71","1,745.04",,-2.19%
2021/9/17,"1,754.16","1,753.67","1,768.22","1,747.07",,0.04%
2021/9/20,"1,763.88","1,754.30","1,767.31","1,742.24",,0.55%
2021/9/21,"1,774.25","1,764.19","1,782.07","1,757.61",,0.59%
2021/9/22,"1,767.91","1,774.51","1,787.51","1,764.84",,-0.36%
2021/9/23,"1,742.57","1,768.40","1,776.60","1,737.84",,-1.43%
2021/9/24,"1,749.86","1,742.82","1,758.08","1,739.60",,0.42%
2021/9/27,"1,749.85","1,751.24","1,761.29","1,744.19",,0.00%
2021/9/28,"1,733.68","1,750.45","1,754.80","1,727.18",,-0.92%
2021/9/29,"1,726.11","1,733.97","1,746.11","1,721.07",,-0.44%
2021/9/30,"1,756.66","1,726.40","1,764.53","1,721.67",,1.77%
2021/10/1,"1,760.36","1,756.91","1,764.40","1,749.36",,0.21%
2021/10/4,"1,769.51","1,762.15","1,771.06","1,747.23",,0.52%
2021/10/5,"1,759.96","1,769.75","1,771.03","1,748.56",,-0.54%
2021/10/6,"1,762.48","1,760.45","1,765.78","1,745.45",,0.14%
2021/10/7,"1,755.29","1,762.74","1,767.45","1,751.38",,-0.41%
2021/10/8,"1,756.67","1,755.89","1,781.60","1,753.03",,0.08%
2021/10/11,"1,753.86","1,757.34","1,761.36","1,749.68",,-0.16%
2021/10/12,"1,759.93","1,754.12","1,769.78","1,750.47",,0.35%
2021/10/13,"1,792.65","1,760.05","1,796.31","1,757.89",,1.86%
2021/10/14,"1,795.56","1,792.75","1,800.91","1,786.22",,0.16%
2021/10/15,"1,767.26","1,795.81","1,796.89","1,764.48",,-1.58%
2021/10/18,"1,764.60","1,767.74","1,772.30","1,759.68",,-0.15%
2021/10/19,"1,768.87","1,764.99","1,785.53","1,762.48",,0.24%
2021/10/20,"1,781.83","1,769.28","1,788.68","1,766.50",,0.73%
2021/10/21,"1,782.76","1,782.10","1,789.61","1,776.07",,0.05%
2021/10/22,"1,792.48","1,782.89","1,814.22","1,782.46",,0.55%
2021/10/25,"1,807.47","1,794.00","1,810.18","1,791.95",,0.84%
2021/10/26,"1,792.63","1,807.90","1,808.50","1,781.98",,-0.82%
2021/10/27,"1,796.69","1,793.04","1,799.38","1,782.83",,0.23%
2021/10/28,"1,798.62","1,796.78","1,810.49","1,792.34",,0.11%
2021/10/29,"1,782.81","1,799.03","1,801.49","1,771.70",,-0.88%
2021/11/1,"1,793.05","1,783.24","1,796.20","1,778.89",,0.57%
2021/11/2,"1,787.28","1,793.61","1,796.91","1,785.78",,-0.32%
2021/11/3,"1,769.52","1,787.71","1,788.42","1,758.45",,-0.99%
2021/11/4,"1,791.70","1,769.98","1,799.26","1,769.13",,1.25%
2021/11/5,"1,816.73","1,792.14","1,818.61","1,785.17",,1.40%
2021/11/8,"1,824.26","1,818.44","1,826.93","1,812.08",,0.41%
2021/11/9,"1,831.48","1,824.74","1,833.08","1,817.70",,0.40%
2021/11/10,"1,849.57","1,831.90","1,868.70","1,821.60",,0.99%
2021/11/11,"1,861.52","1,849.69","1,866.35","1,842.66",,0.65%
2021/11/12,"1,864.04","1,861.99","1,868.69","1,844.78",,0.14%
2021/11/15,"1,862.46","1,868.15","1,870.57","1,855.73",,-0.09%
2021/11/16,"1,849.91","1,862.94","1,877.40","1,849.16",,-0.67%
2021/11/17,"1,866.96","1,850.34","1,868.32","1,849.38",,0.92%
2021/11/18,"1,858.46","1,866.97","1,871.29","1,854.94",,-0.46%
2021/11/19,"1,844.60","1,858.90","1,865.76","1,842.98",,-0.75%
2021/11/22,"1,805.04","1,846.74","1,849.49","1,801.95",,-2.14%
2021/11/23,"1,789.73","1,805.65","1,812.50","1,781.63",,-0.85%
2021/11/24,"1,788.50","1,790.34","1,797.01","1,778.44",,-0.07%
2021/11/25,"1,788.45","1,789.49","1,795.65","1,785.85",,0.00%
2021/11/26,"1,791.81","1,788.70","1,815.78","1,780.79",,0.19%
2021/11/29,"1,785.01","1,790.05","1,799.80","1,781.23",,-0.38%
2021/11/30,"1,773.78","1,785.34","1,809.38","1,769.43",,-0.63%
2021/12/1,"1,782.66","1,774.15","1,794.80","1,771.96",,0.50%
2021/12/2,"1,768.64","1,783.05","1,783.58","1,761.68",,-0.79%
2021/12/3,"1,783.74","1,768.84","1,786.44","1,765.63",,0.85%
2021/12/6,"1,778.11","1,784.79","1,787.87","1,775.91",,-0.32%
2021/12/7,"1,784.04","1,778.08","1,788.02","1,771.93",,0.33%
2021/12/8,"1,782.06","1,784.40","1,793.60","1,779.45",,-0.11%
2021/12/9,"1,774.46","1,782.49","1,788.05","1,772.80",,-0.43%
2021/12/10,"1,782.51","1,774.94","1,789.47","1,769.43",,0.45%
2021/12/13,"1,786.94","1,782.94","1,791.78","1,781.51",,0.25%
2021/12/14,"1,770.18","1,787.19","1,789.74","1,766.31",,-0.94%
2021/12/15,"1,777.06","1,770.49","1,781.04","1,753.84",,0.39%
2021/12/16,"1,799.03","1,777.40","1,799.53","1,775.43",,1.24%
2021/12/17,"1,797.68","1,799.55","1,814.63","1,795.67",,-0.07%
2021/12/20,"1,789.32","1,799.40","1,804.32","1,787.98",,-0.47%
2021/12/21,"1,788.36","1,789.74","1,800.85","1,784.58",,-0.05%
2021/12/22,"1,803.40","1,788.94","1,805.13","1,785.41",,0.84%
2021/12/23,"1,807.91","1,803.69","1,811.02","1,798.88",,0.25%
2021/12/24,"1,808.11","1,808.19","1,812.70","1,801.61",,0.01%
2021/12/27,"1,810.90","1,808.19","1,813.74","1,802.89",,0.15%
2021/12/28,"1,805.37","1,811.84","1,820.70","1,804.38",,-0.31%
2021/12/29,"1,803.66","1,805.59","1,808.16","1,788.94",,-0.09%
2021/12/30,"1,815.01","1,803.99","1,817.44","1,795.78",,0.63%
2021/12/31,"1,828.39","1,815.44","1,830.58","1,814.15",,0.74%
2022/1/3,"1,800.85","1,830.14","1,832.06","1,797.93",,-1.51%
2022/1/4,"1,814.56","1,801.34","1,816.83","1,798.44",,0.76%
2022/1/5,"1,809.53","1,814.90","1,829.82","1,807.97",,-0.28%
2022/1/6,"1,788.68","1,809.94","1,811.89","1,786.03",,-1.15%
2022/1/7,"1,795.63","1,789.55","1,799.20","1,782.63",,0.39%
2022/1/10,"1,801.41","1,795.41","1,802.57","1,790.43",,0.32%
2022/1/11,"1,822.01","1,801.69","1,823.35","1,800.09",,1.14%
2022/1/12,"1,825.32","1,822.49","1,828.33","1,814.20",,0.18%
2022/1/13,"1,822.09","1,825.94","1,828.38","1,811.83",,-0.18%
2022/1/14,"1,817.22","1,822.55","1,829.66","1,814.13",,-0.27%
2022/1/17,"1,818.99","1,817.90","1,823.72","1,812.67",,0.10%
2022/1/18,"1,813.54","1,819.77","1,823.01","1,805.53",,-0.30%
2022/1/19,"1,839.96","1,813.69","1,843.72","1,809.97",,1.46%
2022/1/20,"1,838.36","1,840.30","1,848.36","1,835.67",,-0.09%
2022/1/21,"1,833.24","1,838.65","1,843.53","1,828.04",,-0.28%
2022/1/24,"1,843.06","1,834.49","1,844.53","1,829.09",,0.54%
2022/1/25,"1,847.56","1,843.34","1,853.98","1,834.64",,0.24%
2022/1/26,"1,818.12","1,847.99","1,850.44","1,814.90",,-1.59%
2022/1/27,"1,796.51","1,818.44","1,822.51","1,790.98",,-1.19%
2022/1/28,"1,791.03","1,796.94","1,799.82","1,779.88",,-0.30%
2022/1/31,"1,796.47","1,791.19","1,800.23","1,785.03",,0.30%
2022/2/1,"1,800.65","1,796.72","1,809.16","1,795.13",,0.23%
2022/2/2,"1,806.50","1,800.94","1,811.53","1,794.11",,0.32%
2022/2/3,"1,804.40","1,807.19","1,809.22","1,788.39",,-0.12%
2022/2/4,"1,807.49","1,804.80","1,815.44","1,790.94",,0.17%
2022/2/7,"1,820.31","1,806.99","1,824.06","1,806.94",,0.71%
2022/2/8,"1,825.48","1,820.59","1,829.09","1,815.06",,0.28%
2022/2/9,"1,832.43","1,826.05","1,836.35","1,824.50",,0.38%
2022/2/10,"1,826.57","1,832.94","1,842.35","1,821.46",,-0.32%
2022/2/11,"1,859.96","1,827.25","1,865.63","1,820.79",,1.83%
2022/2/14,"1,870.29","1,861.55","1,874.41","1,850.45",,0.56%
2022/2/15,"1,853.06","1,870.94","1,879.89","1,844.27",,-0.92%
2022/2/16,"1,868.37","1,853.40","1,873.16","1,849.94",,0.83%
2022/2/17,"1,897.27","1,868.84","1,901.57","1,867.18",,1.55%
2022/2/18,"1,897.87","1,897.94","1,902.84","1,886.16",,0.03%
2022/2/21,"1,905.63","1,900.40","1,908.38","1,887.19",,0.41%
2022/2/22,"1,898.13","1,905.89","1,914.44","1,891.16",,-0.39%
2022/2/23,"1,907.55","1,898.44","1,911.00","1,889.23",,0.50%
2022/2/24,"1,903.14","1,907.99","1,974.48","1,879.05",,-0.23%
2022/2/25,"1,887.56","1,903.55","1,921.54","1,883.10",,-0.82%
2022/2/28,"1,907.90","1,920.86","1,929.36","1,890.59",,1.08%
2022/3/1,"1,943.22","1,908.19","1,950.45","1,900.93",,1.85%
2022/3/2,"1,926.11","1,943.69","1,948.18","1,913.82",,-0.88%
2022/3/3,"1,935.21","1,926.49","1,941.47","1,921.73",,0.47%
2022/3/4,"1,968.45","1,935.65","1,970.80","1,929.78",,1.72%
2022/3/7,"1,998.11","1,977.09","2,002.90","1,960.76",,1.51%
2022/3/8,"2,052.41","1,998.30","2,070.29","1,981.00",,2.72%
2022/3/9,"1,991.49","2,052.75","2,059.25","1,976.30",,-2.97%
2022/3/10,"1,995.86","1,991.94","2,009.57","1,970.66",,0.22%
2022/3/11,"1,985.29","1,996.15","1,999.22","1,958.80",,-0.53%
2022/3/14,"1,951.11","1,985.49","1,990.33","1,949.87",,-1.72%
2022/3/15,"1,917.84","1,951.02","1,954.95","1,906.73",,-1.71%
2022/3/16,"1,927.93","1,918.10","1,929.87","1,895.22",,0.53%
2022/3/17,"1,942.64","1,927.56","1,950.10","1,923.40",,0.76%
2022/3/18,"1,921.09","1,942.90","1,945.51","1,917.93",,-1.11%
2022/3/21,"1,935.95","1,922.24","1,940.69","1,918.01",,0.77%
2022/3/22,"1,921.44","1,935.86","1,938.59","1,910.89",,-0.75%
2022/3/23,"1,943.38","1,922.35","1,948.55","1,915.32",,1.14%
2022/3/24,"1,957.48","1,944.88","1,966.19","1,937.18",,0.73%
2022/3/25,"1,957.40","1,957.49","1,964.49","1,943.55",,0.00%
2022/3/28,"1,923.20","1,958.75","1,959.36","1,916.83",,-1.75%
2022/3/29,"1,919.19","1,922.95","1,929.41","1,890.03",,-0.21%
2022/3/30,"1,933.06","1,920.07","1,938.53","1,915.74",,0.72%
2022/3/31,"1,937.23","1,932.80","1,949.92","1,918.98",,0.22%
2022/4/1,"1,924.30","1,937.51","1,939.99","1,917.56",,-0.67%
2022/4/4,"1,932.44","1,924.94","1,937.05","1,915.55",,0.42%
2022/4/5,"1,923.76","1,933.38","1,944.73","1,917.74",,-0.45%
2022/4/6,"1,925.48","1,923.69","1,933.65","1,915.24",,0.09%
2022/4/7,"1,932.17","1,925.32","1,938.07","1,920.27",,0.35%
2022/4/8,"1,945.85","1,931.92","1,948.46","1,927.38",,0.71%
2022/4/11,"1,953.43","1,947.15","1,969.41","1,940.05",,0.39%
2022/4/12,"1,966.59","1,953.99","1,978.63","1,949.48",,0.67%
2022/4/13,"1,977.72","1,967.21","1,981.82","1,962.59",,0.57%
2022/4/14,"1,973.52","1,977.78","1,980.81","1,960.90",,-0.21%
2022/4/15,"1,974.54","1,974.28","1,975.69","1,973.05",,0.05%
2022/4/18,"1,978.50","1,972.84","1,998.60","1,971.05",,0.20%
2022/4/19,"1,949.84","1,979.19","1,982.31","1,943.80",,-1.45%
2022/4/20,"1,957.41","1,950.34","1,958.57","1,939.16",,0.39%
2022/4/21,"1,951.49","1,957.84","1,958.00","1,936.79",,-0.30%
2022/4/22,"1,929.73","1,951.49","1,955.93","1,926.52",,-1.12%
2022/4/25,"1,897.69","1,931.09","1,934.71","1,891.05",,-1.66%
2022/4/26,"1,905.56","1,897.95","1,911.50","1,895.38",,0.41%
2022/4/27,"1,886.12","1,905.45","1,907.25","1,881.39",,-1.02%
2022/4/28,"1,894.34","1,886.14","1,897.32","1,872.19",,0.44%
2022/4/29,"1,896.40","1,894.43","1,919.97","1,892.25",,0.11%
2022/5/2,"1,862.77","1,896.09","1,900.10","1,854.74",,-1.77%
2022/5/3,"1,867.79","1,863.05","1,878.19","1,850.33",,0.27%
2022/5/4,"1,880.92","1,868.04","1,889.74","1,861.17",,0.70%
2022/5/5,"1,876.84","1,881.47","1,910.03","1,872.48",,-0.22%
2022/5/6,"1,882.96","1,877.30","1,892.93","1,865.84",,0.33%
2022/5/9,"1,853.92","1,883.80","1,885.95","1,851.36",,-1.54%
2022/5/10,"1,838.14","1,853.74","1,865.76","1,835.46",,-0.85%
2022/5/11,"1,852.12","1,838.41","1,857.99","1,831.83",,0.76%
2022/5/12,"1,821.72","1,852.58","1,859.30","1,820.93",,-1.64%
2022/5/13,"1,811.15","1,822.48","1,829.06","1,799.24",,-0.58%
2022/5/16,"1,823.79","1,811.05","1,827.23","1,786.95",,0.70%
2022/5/17,"1,814.67","1,824.18","1,836.55","1,812.68",,-0.50%
2022/5/18,"1,815.61","1,815.20","1,825.02","1,807.30",,0.05%
2022/5/19,"1,841.72","1,816.60","1,849.46","1,810.55",,1.44%
2022/5/20,"1,845.68","1,842.12","1,849.59","1,832.35",,0.22%
2022/5/23,"1,853.22","1,846.53","1,865.65","1,844.08",,0.41%
2022/5/24,"1,865.90","1,853.59","1,869.99","1,849.06",,0.68%
2022/5/25,"1,852.83","1,865.09","1,868.40","1,842.94",,-0.70%
2022/5/26,"1,850.02","1,853.48","1,854.71","1,841.14",,-0.15%
2022/5/27,"1,852.73","1,850.48","1,862.30","1,847.76",,0.15%
2022/5/30,"1,856.21","1,852.19","1,864.34","1,847.92",,0.19%
2022/5/31,"1,837.09","1,856.40","1,857.69","1,834.90",,-1.03%
2022/6/1,"1,845.55","1,837.37","1,850.40","1,828.28",,0.46%
2022/6/2,"1,868.13","1,846.44","1,870.69","1,843.76",,1.22%
2022/6/3,"1,850.77","1,868.53","1,874.30","1,847.02",,-0.93%
2022/6/6,"1,841.00","1,850.29","1,858.15","1,840.50",,-0.53%
2022/6/7,"1,851.97","1,841.60","1,855.86","1,836.73",,0.60%
2022/6/8,"1,853.26","1,852.51","1,859.90","1,844.35",,0.07%
2022/6/9,"1,847.61","1,853.53","1,855.52","1,839.60",,-0.30%
2022/6/10,"1,870.96","1,848.09","1,876.47","1,825.02",,1.26%
2022/6/13,"1,818.77","1,875.80","1,877.38","1,818.90",,-2.79%
2022/6/14,"1,808.10","1,819.10","1,832.19","1,804.65",,-0.59%
2022/6/15,"1,833.38","1,808.35","1,841.74","1,807.24",,1.40%
2022/6/16,"1,856.71","1,833.99","1,857.91","1,815.95",,1.27%
2022/6/17,"1,839.35","1,857.34","1,858.29","1,833.72",,-0.93%
2022/6/20,"1,838.29","1,840.40","1,846.42","1,834.49",,-0.06%
2022/6/21,"1,832.56","1,838.37","1,844.15","1,828.29",,-0.31%
2022/6/22,"1,837.39","1,832.96","1,848.44","1,823.23",,0.26%
2022/6/23,"1,822.43","1,837.87","1,846.19","1,821.88",,-0.81%
2022/6/24,"1,826.18","1,822.88","1,832.15","1,816.70",,0.21%
2022/6/27,"1,822.73","1,838.15","1,841.34","1,820.40",,-0.19%
2022/6/28,"1,819.69","1,822.85","1,830.09","1,818.20",,-0.17%
2022/6/29,"1,817.11","1,819.95","1,833.24","1,812.10",,-0.14%
2022/6/30,"1,806.89","1,817.80","1,825.90","1,802.20",,-0.56%
2022/7/1,"1,810.18","1,807.31","1,812.09","1,784.10",,0.18%
2022/7/4,"1,809.12","1,812.27","1,814.36","1,803.45",,-0.06%
2022/7/5,"1,764.35","1,808.74","1,812.42","1,763.48",,-2.47%
2022/7/6,"1,738.30","1,764.87","1,773.06","1,731.75",,-1.48%
2022/7/7,"1,739.61","1,738.93","1,749.14","1,735.95",,0.08%
2022/7/8,"1,741.82","1,740.05","1,752.50","1,733.24",,0.13%
2022/7/11,"1,733.67","1,742.86","1,744.92","1,731.01",,-0.47%
2022/7/12,"1,725.81","1,733.99","1,743.49","1,722.93",,-0.45%
2022/7/13,"1,735.23","1,726.17","1,745.54","1,707.38",,0.55%
2022/7/14,"1,709.45","1,735.70","1,736.94","1,697.48",,-1.49%
2022/7/15,"1,706.78","1,709.81","1,716.92","1,698.82",,-0.16%
2022/7/18,"1,709.01","1,707.94","1,724.05","1,705.89",,0.13%
2022/7/19,"1,711.07","1,709.27","1,718.64","1,704.96",,0.12%
2022/7/20,"1,696.43","1,711.30","1,714.94","1,692.53",,-0.86%
2022/7/21,"1,718.49","1,696.73","1,720.69","1,680.78",,1.30%
2022/7/22,"1,726.46","1,718.61","1,739.28","1,712.93",,0.46%
2022/7/25,"1,718.78","1,728.15","1,736.43","1,714.57",,-0.44%
2022/7/26,"1,717.00","1,719.69","1,728.36","1,713.20",,-0.10%
2022/7/27,"1,733.89","1,717.41","1,740.60","1,711.46",,0.98%
2022/7/28,"1,755.11","1,734.61","1,757.43","1,733.59",,1.22%
2022/7/29,"1,765.22","1,755.81","1,768.17","1,752.19",,0.58%
2022/8/1,"1,771.73","1,765.05","1,775.22","1,758.05",,0.37%
2022/8/2,"1,759.75","1,772.23","1,788.24","1,759.86",,-0.68%
2022/8/3,"1,764.90","1,760.53","1,772.90","1,754.33",,0.29%
2022/8/4,"1,790.97","1,765.34","1,795.29","1,763.00",,1.48%
2022/8/5,"1,774.15","1,791.16","1,795.29","1,764.88",,-0.94%
2022/8/8,"1,788.52","1,773.57","1,790.26","1,770.94",,0.81%
2022/8/9,"1,794.08","1,789.21","1,800.45","1,782.85",,0.31%
2022/8/10,"1,792.13","1,794.21","1,807.90","1,787.32",,-0.11%
2022/8/11,"1,789.45","1,792.39","1,799.40","1,783.24",,-0.15%
2022/8/12,"1,801.76","1,790.06","1,802.86","1,784.52",,0.69%
2022/8/15,"1,779.36","1,802.05","1,802.53","1,772.75",,-1.24%
2022/8/16,"1,775.54","1,779.74","1,783.37","1,771.33",,-0.21%
2022/8/17,"1,761.05","1,775.98","1,782.63","1,759.58",,-0.82%
2022/8/18,"1,758.20","1,761.63","1,772.59","1,755.37",,-0.16%
2022/8/19,"1,747.83","1,759.30","1,759.88","1,745.19",,-0.59%
2022/8/22,"1,735.70","1,747.05","1,749.31","1,727.51",,-0.69%
2022/8/23,"1,747.67","1,736.40","1,754.28","1,730.52",,0.69%
2022/8/24,"1,750.89","1,748.55","1,755.88","1,742.29",,0.18%
2022/8/25,"1,758.44","1,751.55","1,765.93","1,749.71",,0.43%
2022/8/26,"1,736.86","1,758.55","1,759.31","1,733.83",,-1.23%
2022/8/29,"1,737.82","1,736.19","1,745.63","1,720.08",,0.06%
2022/8/30,"1,723.55","1,738.36","1,740.93","1,720.85",,-0.82%
2022/8/31,"1,710.70","1,723.83","1,726.86","1,709.10",,-0.75%
2022/9/1,"1,696.09","1,711.09","1,711.81","1,688.35",,-0.85%
2022/9/2,"1,711.44","1,696.35","1,718.31","1,694.64",,0.91%
2022/9/5,"1,710.21","1,712.99","1,716.34","1,707.47",,-0.07%
2022/9/6,"1,701.15","1,710.56","1,727.24","1,699.30",,-0.53%
2022/9/7,"1,717.69","1,701.61","1,719.82","1,690.90",,0.97%
2022/9/8,"1,707.28","1,718.40","1,728.80","1,703.50",,-0.61%
2022/9/9,"1,716.05","1,708.84","1,729.94","1,708.22",,0.51%
2022/9/12,"1,724.07","1,717.05","1,735.37","1,711.97",,0.47%
2022/9/13,"1,701.55","1,724.75","1,732.34","1,696.70",,-1.31%
2022/9/14,"1,695.80","1,701.86","1,707.49","1,693.26",,-0.34%
2022/9/15,"1,663.74","1,696.06","1,698.62","1,660.04",,-1.89%
2022/9/16,"1,674.94","1,664.27","1,680.69","1,653.85",,0.67%
2022/9/19,"1,675.78","1,675.44","1,680.16","1,659.67",,0.05%
2022/9/20,"1,663.11","1,675.47","1,679.34","1,659.60",,-0.76%
2022/9/21,"1,673.74","1,663.67","1,688.15","1,654.15",,0.64%
2022/9/22,"1,670.53","1,675.06","1,685.49","1,655.53",,-0.19%
2022/9/23,"1,643.09","1,671.55","1,676.59","1,639.59",,-1.64%
2022/9/26,"1,621.57","1,645.40","1,650.02","1,620.80",,-1.31%
2022/9/27,"1,628.80","1,621.99","1,642.94","1,621.77",,0.45%
2022/9/28,"1,659.44","1,629.26","1,663.17","1,614.35",,1.88%
2022/9/29,"1,660.29","1,659.88","1,665.12","1,641.05",,0.05%
2022/9/30,"1,659.67","1,661.13","1,675.57","1,658.93",,-0.04%
2022/10/3,"1,699.22","1,661.30","1,701.80","1,659.10",,2.38%
2022/10/4,"1,726.24","1,699.40","1,729.73","1,694.73",,1.59%
2022/10/5,"1,715.81","1,726.42","1,728.10","1,700.15",,-0.60%
2022/10/6,"1,710.85","1,716.06","1,726.09","1,706.53",,-0.29%
2022/10/7,"1,694.52","1,711.10","1,715.40","1,690.35",,-0.95%
2022/10/10,"1,667.96","1,696.80","1,700.33","1,665.30",,-1.57%
